
Training the model in NVIDIA GeForce RTX 3060
Training Data:  1881 images
Validation Data:  807 images
----------- MODEL: baseline --------------
----------- TRAINING START 13_03_2022_19_11_50 --------------


EPOCH 74 TRAIN:   7% 4/59 [00:00<00:04, 12.53it/s, acc=0.787, loss=0.902]
EPOCH 74 TRAIN:   7% 4/59 [00:00<00:04, 12.53it/s, acc=0.787, loss=0.902]
EPOCH 74 TRAIN:  51% 30/59 [00:02<00:02, 13.10it/s, acc=0.764, loss=0.537]
EPOCH 74 TRAIN:  95% 56/59 [00:04<00:00, 12.87it/s, acc=0.776, loss=0.411]
EPOCH 74 TRAIN:  95% 56/59 [00:04<00:00, 12.87it/s, acc=0.776, loss=0.411]
EPOCH 75 TRAIN:  10% 6/59 [00:00<00:03, 13.30it/s, acc=0.79, loss=0.536]
EPOCH 75 TRAIN:  54% 32/59 [00:02<00:02, 13.19it/s, acc=0.787, loss=0.684]
EPOCH 75  TEST:   0% 0/26 [00:00<?, ?it/s, acc=0.688, loss=0.804]ss=0.509]
EPOCH 76 TRAIN:  17% 10/59 [00:00<00:03, 13.21it/s, acc=0.778, loss=0.625]
EPOCH 76 TRAIN:  61% 36/59 [00:02<00:01, 13.37it/s, acc=0.788, loss=0.629]
EPOCH 76  TEST:  27% 7/26 [00:00<00:00, 20.10it/s, acc=0.853, loss=0.219]]
EPOCH 77 TRAIN:  24% 14/59 [00:01<00:03, 13.29it/s, acc=0.819, loss=0.739]
EPOCH 77 TRAIN:  68% 40/59 [00:03<00:01, 13.14it/s, acc=0.802, loss=0.367]
EPOCH 77  TEST:  42% 11/26 [00:00<00:00, 19.05it/s, acc=0.836, loss=0.257]
EPOCH 78 TRAIN:  27% 16/59 [00:01<00:03, 13.41it/s, acc=0.789, loss=0.616]
EPOCH 78 TRAIN:  75% 44/59 [00:03<00:01, 13.37it/s, acc=0.793, loss=0.71]
EPOCH 78  TEST:  62% 16/26 [00:00<00:00, 20.16it/s, acc=0.83, loss=0.939]
EPOCH 78  TEST:  62% 16/26 [00:00<00:00, 20.16it/s, acc=0.83, loss=0.939]
EPOCH 79 TRAIN:  37% 22/59 [00:01<00:02, 13.38it/s, acc=0.821, loss=0.381]
EPOCH 79 TRAIN:  81% 48/59 [00:03<00:00, 13.28it/s, acc=0.79, loss=0.821]
EPOCH 79  TEST:  92% 24/26 [00:01<00:00, 19.66it/s, acc=0.788, loss=0.16]
EPOCH 80 TRAIN:  31% 18/59 [00:01<00:03, 13.16it/s, acc=0.817, loss=0.505]
EPOCH 80 TRAIN:  75% 44/59 [00:03<00:01, 12.65it/s, acc=0.806, loss=0.496]
EPOCH 80  TEST:  69% 18/26 [00:00<00:00, 19.32it/s, acc=0.828, loss=0.76]
EPOCH 81 TRAIN:  34% 20/59 [00:01<00:03, 12.59it/s, acc=0.796, loss=0.64]
EPOCH 81 TRAIN:  78% 46/59 [00:03<00:00, 13.14it/s, acc=0.783, loss=0.327]
EPOCH 81  TEST:  73% 19/26 [00:01<00:00, 17.88it/s, acc=0.814, loss=0.412]
EPOCH 82 TRAIN:  37% 22/59 [00:01<00:02, 12.53it/s, acc=0.803, loss=0.466]
EPOCH 82 TRAIN:  81% 48/59 [00:03<00:00, 13.27it/s, acc=0.799, loss=0.886]
EPOCH 82  TEST:  85% 22/26 [00:01<00:00, 19.76it/s, acc=0.824, loss=0.242]
EPOCH 83 TRAIN:  41% 24/59 [00:01<00:02, 13.08it/s, acc=0.814, loss=0.504]
EPOCH 83 TRAIN:  88% 52/59 [00:03<00:00, 12.80it/s, acc=0.808, loss=0.362]
EPOCH 84 TRAIN:   3% 2/59 [00:00<00:04, 13.59it/s, acc=0.797, loss=0.469]]
EPOCH 84 TRAIN:  47% 28/59 [00:02<00:02, 12.88it/s, acc=0.792, loss=0.822]
EPOCH 84 TRAIN:  92% 54/59 [00:04<00:00, 12.52it/s, acc=0.791, loss=0.826]
EPOCH 84 TRAIN:  92% 54/59 [00:04<00:00, 12.52it/s, acc=0.791, loss=0.826]
EPOCH 85 TRAIN:   7% 4/59 [00:00<00:04, 12.83it/s, acc=0.828, loss=0.897]
EPOCH 85 TRAIN:  51% 30/59 [00:02<00:02, 13.52it/s, acc=0.811, loss=0.585]
EPOCH 85 TRAIN:  95% 56/59 [00:04<00:00, 12.82it/s, acc=0.796, loss=0.787]
EPOCH 86 TRAIN:  14% 8/59 [00:00<00:03, 13.38it/s, acc=0.742, loss=0.522]
EPOCH 86 TRAIN:  58% 34/59 [00:02<00:01, 13.19it/s, acc=0.776, loss=0.403]
EPOCH 86  TEST:  15% 4/26 [00:00<00:01, 19.82it/s, acc=0.805, loss=0.475]
EPOCH 87 TRAIN:  20% 12/59 [00:00<00:03, 13.14it/s, acc=0.789, loss=0.922]
EPOCH 87 TRAIN:  64% 38/59 [00:02<00:01, 13.30it/s, acc=0.801, loss=0.431]
